"BehaviorSpace results (NetLogo 6.0.4)"
"behaviour-field7.nlogo"
"Sensitivity-env"
"07/17/2019 13:31:49:975 +0200"
"min-pxcor","max-pxcor","min-pycor","max-pycor"
"-100","100","-100","100"
"[run number]","initial-pro","networks","construct-non","rebound","mutate-on?","network-param","initial-non","network-type","niche-construction","random-seed?","social-learning","asocial-learning","rseed","mu","number-of-agents","construct-pro","pro-amount","[step]","mean [pro-env] of turtles","mean [non-env] of turtles","standard-deviation [pro-env] of turtles","standard-deviation [non-env] of turtles","pro-behavior","non-behavior"
"111","0.5","true","5","0","false","5","0.5","KE","true","false","7.0E-5","5.0E-5","74","0.9","300","5","0","2000","0.20437237740880349","0.7964835231442746","0.052209501922979476","0.045118774025218564","0","300"
"112","0.5","true","5","0","false","5","0.5","KE","true","false","7.0E-5","5.0E-5","74","0.9","300","5","0","2000","0.20005664768788686","0.8022979589293654","0.052526296139535196","0.04874231408571838","0","300"
"113","0.5","true","5","0","false","5","0.5","KE","true","false","7.0E-5","5.0E-5","74","0.9","300","5","0","2000","0.20121103779792396","0.8010887239890582","0.04982035710479243","0.04962283775121546","0","300"
"114","0.5","true","5","0","false","5","0.5","KE","true","false","7.0E-5","5.0E-5","74","0.9","300","5","0","2000","0.19329197823051605","0.8055990081820418","0.04896434463416389","0.052030575651473815","0","300"
"116","0.5","true","5","0","false","5","0.5","KE","true","false","7.0E-5","5.0E-5","74","0.9","300","5","0","2000","0.1985457032742749","0.8007893082975673","0.04763925423543298","0.05330160695308202","0","300"
"115","0.5","true","5","0","false","5","0.5","KE","true","false","7.0E-5","5.0E-5","74","0.9","300","5","0","2000","0.1981778802775571","0.7985057609318827","0.05009119658998491","0.05314666868616002","0","300"
"117","0.5","true","5","0","false","5","0.5","KE","true","false","7.0E-5","5.0E-5","74","0.9","300","5","0","2000","0.20129225839445877","0.8050322031558271","0.05293911576103025","0.04800979613513896","0","300"
"118","0.5","true","5","0","false","5","0.5","KE","true","false","7.0E-5","5.0E-5","74","0.9","300","5","0","2000","0.2003901612796763","0.7994626007354732","0.04767366792351999","0.049188836351249404","0","300"
"119","0.5","true","5","0","false","5","0.5","KE","true","false","7.0E-5","5.0E-5","74","0.9","300","5","0","2000","0.2019315796737553","0.7939210505486772","0.051897413087886056","0.05133221037266345","0","300"
"120","0.5","true","5","0","false","5","0.5","KE","true","false","7.0E-5","5.0E-5","74","0.9","300","5","0","2000","0.19756775963803813","0.8029842985677694","0.05310715027483989","0.04887206122517335","0","300"
"121","0.5","true","5","0","false","5","0.5","KE","true","false","7.0E-5","5.0E-5","74","0.9","300","5","0","2000","0.20033775590539993","0.7966465741544941","0.05036823726698956","0.050187921693665156","0","300"
"122","0.5","true","5","0","false","5","0.5","KE","true","false","7.0E-5","5.0E-5","74","0.9","300","5","0","2000","0.20261669620912962","0.79470654273212","0.04591956837192998","0.04911760586489302","0","300"
"123","0.5","true","5","0","false","5","0.5","KE","true","false","7.0E-5","5.0E-5","74","0.9","300","5","0","2000","0.19565171393681083","0.8036377270125202","0.04518515233174084","0.0484185473658419","0","300"
"124","0.5","true","5","0","false","5","0.5","KE","true","false","7.0E-5","5.0E-5","74","0.9","300","5","0","2000","0.1960220413087799","0.7986195108777678","0.05468691125268054","0.05143303251722512","0","300"
"125","0.5","true","5","0","false","5","0.5","KE","true","false","7.0E-5","5.0E-5","74","0.9","300","5","0","2000","0.2008510117744423","0.7995259706101959","0.04563109741675519","0.05080156552353904","0","300"
"129","0.5","true","5","0","false","5","0.5","KE","true","false","7.0E-5","5.0E-5","74","0.9","300","5","0","2000","0.1984080926779081","0.7961891576165571","0.04783394373659273","0.048786403562178816","0","300"
"127","0.5","true","5","0","false","5","0.5","KE","true","false","7.0E-5","5.0E-5","74","0.9","300","5","0","2000","0.19668331138082598","0.7995141843974822","0.05030773402267715","0.050187576828414696","0","300"
"126","0.5","true","5","0","false","5","0.5","KE","true","false","7.0E-5","5.0E-5","74","0.9","300","5","0","2000","0.20047229681511522","0.8011094361008727","0.05073580784896679","0.05416339234724977","0","300"
